Title,Location,Company,Salary,Sponsored,Description
Senior Application Architect,Singapore,Huxley APAC,,Organic,"We are looking for a Senior Applications Architect with enterprise background on system integration. You will be required to work on a project to revamp and redesign an existing legacy application to new technologies and modern technology stack. Knowledge and experience on multiple frameworks, platforms, and long term integration projects will be crucial in driving the strategy into success.
Senior Application Architect
Have you ever thought of working with a company that provides a wide range of services and has robust product engagements with enterprise businesses? Our client has a wide range of support and products within cloud computing, unified communications, collaboration, Big Data, Internet of things, and Artificial Intelligence. This company has a presence all over the globe and will give you a valuable portfolio to add under your belt.
We are looking for a Senior Applications Architect with enterprise background on system integration. You will be required to work on a project to revamp and redesign an existing legacy application to new technologies and modern technology stack. Knowledge and experience on multiple frameworks, platforms, and long term integration projects will be crucial in driving the strategy into success.
The role of a Senior Application Architect will be located in Singapore, are looking to looking for a challenge your experience and work with a client that values their employees? If yes, this is your chance!
What will you be doing?
Guide the design of technical software from the business requirements by leveraging design methods, patterns, and best practices
Analyze the client's information technology requirements, translate these needs into system and architecture requirements to ensure architecture design is met accordingly.
Take ownership of the application architecture until it is going live, vendor's management, escalate issues, delivery, and find relevant people to fix problems when required.
Work with a complex system integration project, legacy, to migrate old application to modern stack.
What are we looking for?
10 years of Java/J2EE application architecture experience.
Professional experience in designing, project integration, application development and leadership at the enterprise level.
Influential people communication skills that, and comfortable with senior employees, management, stakeholders, and customers.
Familiar with tools, technologies, and servers like; Java, J2EE, JBoss, WebLogic server, BPMS/BRMS, Oracle, GitHub, Jenkins, Azure/AWS (Amazon web services), CICD (continuous integration and continuous delivery), Spring and Hibernate.
Degree in Computer Science/Information Technology or related disciplines
Good understanding of functional and non-functional requirements, technology risks and limitations
Huxley, a trading division of SThree Pte Limited (Registration Number: 200720126E | SThree Pte Limited Licence Number 16S8216 | Huxley Licence Number 53132076J)
Award winner of:
International Recruitment Company of the Year by Recruitment International 2016
Best Client Services by Asia Recruitment Awards 2017
Best Overseas Operation by Global Recruiters 2017
Highly Commended for Best Large Recruitment Business 2017"
"Cloud Full-Stack Developer (Java, AngularJS, Cloud)",Singapore,Page Personnel,,Organic,"Global MNC that runs its business in logistics and warehousing
Looking for full-stack developer in Java
About Our Client
The Client is a global MNC with presence in all over the globe and in Asia Pacific which runs its business in logistics and warehousing services to its clients and businesses.
Job Description
The incumbent would be responsible for:
Translate product ideas into well-designed, testable and efficient code.
Support continuous improvement and continuous development by investigating alternatives and new technologies and presenting these for architectural review
Architect, design, develop and deploy new features.
Build efficient, reusable well-designed and high-quality front-end and back-end systems.
Troubleshoot and debug to optimize performance.
Work with vendors to migrate legacy applications to newer technologies and Cloud environment
The Successful Applicant
Job Requirements:
5 years of experience in full-stack development
Experience in front-end development using Angular 2/AngularJS framework, JavaScript, JQuery
Experience in back-end development using Java/J2EE, Spring Boot, Microservices Architecture
Experience In big data technologies such as Kafka
Experience in Cloud native environment i.e. AWS, Kibana, ElasticSearch
Experience in CI/CD, Jenkins, Kubernetes, Selenium/TDD framework
What's on Offer
The company offers career growth and exposures, he/she is able to continuously explore new different technologies and implement it to the organization. He/She will be eligible to go for professional certifications and subsidized for academic tuitions to improve their knowledge further."
Solution Architect- Big Data,Singapore,Michael Page,,Organic,"Newly Created Role
Great Working Environment
About Our Client
Our client is a well-established technology solutions provider with strong presence in Singapore. They are looking to hire Solution Architect- Big Data.
Job Description
As a Solution Architect- Big Data, you will be responsible for the following:
Identifying, planning and implementing data analytics solutions for the business.
Working with technical teams to develop new solutions and providing architectural expertise.
Identifying future business opportunities for leveraging Data & Analytics solutions on various platforms.
Designing relevant data models in Big Data and NoSQL platforms.
Setting up data analytics platforms in customer data centers or on cloud
The Successful Applicant
As a successful candidate you will have a Bachelor's degree in Computer Science or equivalent with at least 10 years of experience in large scale enterprise data projects .You will have experience in data modelling and architecting skills along with strong knowledge in data languages such as Spark, scala, Impala, Hive SQL, Apache . You will also have experience in cloud-based data analytics platforms such as AWS, Azure data lake or HDInsight.
You will have experience in open source data analytics platforms such as Cloudera, Microsoft, Amazon web services, Teradata, Informatics or Talend.
What's on Offer
Great Salary Package
Newly Created Role
Contact:
Sachet Sethi (Lic No:R1439850)
Quote job ref: 4121802
+65 6416 9821
Save Job
Apply
Solution Architect- Big Data
From email *
To email *
Our client is a well-established technology solutions provider with strong presence in Singapore. They are looking to hire Solution Architect- Big Data.
Job Description
As a Solution Architect- Big Data, you will be responsible for the following:
Identifying, planning and implementing data analytics solutions for the business.
Working with technical teams to develop new solutions and providing architectural expertise.
Identifying future business opportunities for leveraging Data & Analytics solutions on various platforms.
Designing relevant data models in Big Data and NoSQL platforms.
Setting up data analytics platforms in customer data centers or on cloud
The Successful Applicant
As a successful candidate you will have a Bachelor's degree in Computer Science or equivalent with at least 10 years of experience in large scale enterprise data projects .You will have experience in data modelling and architecting skills along with strong knowledge in data languages such as Spark, scala, Impala, Hive SQL, Apache . You will also have experience in cloud-based data analytics platforms such as AWS, Azure data lake or HDInsight. You will have experience in open source data analytics platforms such as Cloudera, Microsoft, Amazon web services, Teradata, Informatics or Talend.
What's on Offer
Great Salary Package
Newly Created Role
"", ""jobLocation"" : { ""@type"" : ""Place"", ""address"" : { ""@type"" : ""PostalAddress"", ""addressLocality"" : ""Singapore"", ""addressRegion"" : ""Singapore"", ""addressCountry"" : ""SG"" } } }

Function:IT
Specialisation:IT Data Analysis
Industry:Technology & Telecoms
Location:Singapore
Contract Type:Permanent
Consultant name:Sachet Sethi (Lic No:R1439850)
Consultant contact:+65 6416 9821"
Pan-APAC Partner Development Manager [Capgemini],Singapore,Amazon Web Services Singapore,,Organic,"Significant working with/for a Global Systems Integrator
Significant experience in enterprise sales, business development and program management for GSI's
People management experience
Experience leading and operating within cross-functional / highly matrix ed country, region and global teams to deliver sales, business development, campaigns on tight deadlines

Amazon Web Services (AWS) is leading the next paradigm in computing and seeking talented individuals for exciting roles in our Global Systems Integrator team. We are looking for a pan APAC Partner Development Manager leading AWS’ business with Capgemini. This is a fantastic opportunity for someone that has in-depth experience of working with and growing these partners across Asia Pacific. Do you have the business savvy and industry expertise necessary to position Amazon as the technology platform of choice with Partners in a scale environment?

The AWS Global System Integrator Ecosystem has grown extensively since its inception. Working with these partnerships we continue to build market leading offerings with their professional, managed service, practice, portfolio, digital transformation and cloud architect teams delivering key services that drive deep customer value and business outcomes. These roles require engagement with AWS Commercial, Enterprise and Executive Leadership teams regularly operating at CxO, Partner, MD level across all segments and verticals.

As a GSI PDM, you will deliver on our strategy to build mind share, awareness, demand and adoption of Amazon’s infrastructure web services focused on customer obsession through driving greater value from these partnerships. You will be responsible for driving top line revenue growth and overall end customer adoption in line with our leadership principle of delivering results. The ideal candidates have both a business background that enables them to engage GSI's at ALL levels from individual sales contributors through to CXO level, a sales background that enables them to understand how to scale with GSI's and effectively engage field sales reps and industry leaders. You should have a demonstrated ability to Think Big & strategically about business, product, and technical challenges, with the ability to build and convey compelling value propositions at scale with the aligned GSI in a repeatable way.

Roles and Responsibilities:
Effectively engage C & SVP level business & technical executives within the names GSI's to gain top down sponsorship
Leverage executive partner relationships to build trust with AWS field leadership & accelerate strategic enterprise opportunities
Build/Own the strategic plan for the APAC GSI you own to drive business growth objectives.
Achieve goals and strategic objectives including revenue, pipeline, training and repeatable solutions
Drive industry vertical plays, business transformation initiatives with our enterprise customers and deliver high quality customer outcomes
Build programs to execute across APAC in partnership with our SAP, Windows and VM ware teams
Develop and execute detailed joint APAC account business plans which have been agreed and signed off with the aligned GSI
Define key stakeholders at APAC level and in-country and pro-actively manage the cadence with country AWS leadership teams & their peers in the GSI
Own all partner cadence for internal/external QBR's. Ensure ownership is held on reviews and follow on actions/activity.
Become a trusted member of the sales team and coach partners on best practices to drive successful sales outcomes.
Manage complex contract negotiations and serve as liaison to the legal group.

An MBA is strongly preferred. Business acumen and passion.
Proven track record of taking ownership and successfully delivering results in a fast-paced, dynamic environment
High attention to detail including precise and effective customer communications and proven ability to manage multiple, competing priorities simultaneously.
Superior verbal and written communications skills.
Ability to work in a fast-paced and analytical environment.
Proven analytical and quantitative skills; ability to use hard data and metrics to back up assumptions and develop project business cases.
A keen, flexible and aggressive intellect with superb conceptual thinking, analytical and problem-solving skills
Demonstrated ability to hire and lead high performance Sales and Marketing teams in a high-growth environment
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer, and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, disability, age, or other legally protected status."
"Director, Infrastructure Delivery",Singapore,Sciente Consulting Pte. Ltd,,Organic,"Job Description :
A fulfilling position as Director, Infrastructure Delivery to oversee the management of overall infrastructure service, IT operations, projects and stakeholders.
Mandatory Skill(s)
Degree in Information Technology, Computer Engineering, Computer Science or Information System;
At least 10 years of working experience in managing, maintaining and supporting IT infrastructure operations, services, projects & hosting environments;
Experience in leading IT infrastructure teams in complex matrix structure;
Experience with data centre operations, enterprise architecture, IT security, cloud and big data technologies;
Familiar with the latest technologies, approaches like DevOps, Cloud native architecture;
Understanding of applications, architecture and infrastructure policies/regulations;
Knowledge in Service Level Management and conversant in ISO, ITIL. ITSM and/or SQA;
Good experience and expertise in Stakeholder management, Vendor management, Incident & Change management, Risks and Issue Management;
Excellent communication and leadership skills;
Strong personality and yet personable to enrich relationships within the organization.
Desirable Skill(s)
ITIL Certified.
Responsibilities
Provide leadership for overall infrastructure service, IT operations, projects and stakeholders;
Lead initiatives to implement IT infrastructure strategy to support digital transformation in the organisation;
Lead IT Infrastructure delivery & operations and data centre operations;
Define technology objectives, strategies and directions, i.e. translating business strategy into technology strategy;
Implement and lead operations for an IT Service Management Model in support of an efficient operation environment;
Evaluate and recommend new technologies;
Establish ITIL and lead adoption of best practices;
Collaborate with various stakeholders and project teams (e.g. enterprise architect / IT security) to design and build a SecDevOps environment;
Provide technical solutions and ensure proper reviews of technical solutions.

Job Description : A fulfilling position as Director, Infrastructure Delivery to oversee the management of overall infrastructure service, IT operations, projects and stakeholders.Mandatory Skill(s) * Degree in Information Technology, Computer E"
#SGUNITEDJOBS SENIOR MANAGER– INFRASTRUCTURE OPERATIONS AND...,Singapore,INFO-COMMUNICATIONS MEDIA DEVELOPMENT AUTHORITY,,Organic,"Senior Manager– Infrastructure Operations and Maintenance Lead
Responsibilities
The Telecoms Cybersecurity Engineering and Specialist Office in IMDA is the cybersecurity arm that identifies the future-state cybersecurity development roadmap and executes greenfield initiatives to uplift the cybersecurity posture of the Infocomm and Media (ICM) sectors.
You will be part of the team that conceptualise, architect and initiate greenfield cybersecurity projects, define security architecture for next-generation infocomm technologies, and develop niche cybersecurity tech capabilities for the ICM sectors. You will lead the function responsible for managing the ICT system infrastructure and maintenance support for the cybersecurity projects.
The successful candidate shall be responsible, among others, to:
Lead the team in managing the cybersecurity projects’ system infrastructure, including servers, network, applications as well as the facilities management support to ensure system availability and uptime as per service level agreement.
Lead the team in ensuring timely rectification of system vulnerabilities and ensure smooth rollout of all firmware or software updates and patches for the systems.
Lead the team in supporting the transition of systems from development to maintenance phase after its commissioning, including the management of all assets, cashflow, contracts and procurement matters required to facilitate the transition.
Manage user’s requirements such as system issues and enhancements.
Ensure that ICT systems continue to be compliant with government security policies and guidelines, fulfil all business requirements and are adequately tested, patched, and securely configured post commissioning.
Evaluate, process and execute all system change requests raised.
Perform other related duties as assigned.

Requirements
Background in Computer Science / Computing / Information Technology or equivalent.
At least 8 years of relevant working experience in developing, deploying or managing ICT applications and systems on various operating platforms (e.g. Windows, Linux), virtualization platforms (e.g. HyperV, VMware), and software-defined networking platforms.
Knowledge of network connectivity architecture (e.g. WAN, LAN), tools, technologies, security controls, and data centre management is required.
Familiar with cloud deployment models and application security in cloud environment.
Knowledge and implementation experience of the Government Instruction Manual for IT Management (IM8) and WOG baseline standards, particularly for networking related policies and procedures is preferred.
Knowledge of big data analytics platform will be beneficial.
Candidates with minimally ITIL foundation certificate in IT service management, and CISSP is preferred.
Proficiency with coding and DBMS languages such as C, C++, Java, Python, Go, SQL, etc, and Linux CLI will have an added advantage.
Understand the threat models and security risks for application systems
Experience in leading a team, managing multiple vendors and engaging senior stakeholders are preferred.
Able to work both independently or with multiple teams.
Able to show motivation and initiative, problem-solve, be flexible, and handle multiple projects.
Possess strong analytical and organizational skills.
Possess good written, communication and presentation skills.
Familiarity with government security requirements and/or processes (e.g. procurement) will have an added advantage.

Position will commensurate with experience.
Only short-listed candidates will be notified."
Data Scientist,Singapore,TalentNex Consulting Pte Ltd.,,Organic,"Responsibilities:
Applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with the Company’s products.
Work closely with both internal & external customers to define problems, acquire required data, enhancing data collection procedures to include information that is relevant for building analytic systems and/or solutions.
Processing, cleansing, and verifying the integrity of data used for analysis & integrating available data with third party sources of information when needed and available
Data mining using state-of-the-art methods & Doing ad-hoc analysis and to present results in a clear manner
Define, build, deliver, maintain and enhance data analysis, machine learning frameworks, algorithms
Measure effectiveness of the deployed solutions and improve them to meet the objectives.
Creating automated anomaly detection systems and constant tracking of its performance
Selecting features, building and optimizing classifiers using machine learning techniques
Closely work with Solution and/or IT architects to develop algorithms, software, technologies, file patents, publish white papers, customer success stories etc.
Contribute to Design & Development of Proof of Concepts, Products & Services in collaboration with the customer and other teams of the Company
Requirements:
At least a Bachelor’s degree in IT / Chemical Engineering or Masters in Mathematics with Honors in Statistics, Machine Learning, Deep Learning and Neural Networks etc.
Minimum 6 of working experience on data science projects for a multinational company or division of a large corporation. Preferably a chemical process and/or manufacturing organization with 4 to 5 completed projects on Data Science and/or Machine Learning for mathematical modelling, optimization and simulation.
Good applied statistics skills, such as distributions, statistical testing, regression etc
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, Decision Trees and/orNeural Networks
Experience with common data science toolkits, such as R, Weka, NumPy, pandas, scikit, MatLab, matplotlib and/or keras
Experience with data visualisation tools, such as D3.js, GGplot, Tableaux, etc.
Proficiency in using query languages such as SQL, Hive, Pig etc. and scripting languages like Python etc.
Good understanding of IIOT, Big data and Artificial Intelligence will be added advantage
Excellent written & spoken communication skills are essential, particularly in presenting the results of analyses to management.

Interested candidates, please send your updated resume in Words format with recent photograph to us at talents@talentnex.com.

Only shortlisted candidates will be notified.

EA Licence No.: 13C6409"
Digitization Delivery Manager,Central Singapore,CITI,,Organic,"Job Purpose:
We are looking for a delivery/product manager to join our team in process automation and driving productivity initiatives across MSS APAC. You will work closely with product owners, data scientist and team members to deliver solutions through new and existing channels.
Job Purpose:
We are looking for a delivery/product manager to join our team in process automation and driving productivity initiatives across MSS APAC. You will work closely with product owners, data scientist and team members to deliver solutions through new and existing channels.
Job Background/context:
We believe the future is here with us !
Right here with us. Home to where we define, ideate, develop and distribute production-ready financial solutions of far-reaching impact. And right now, the door’s open to direct the future of our technology for a truly global client base. This means collaborating with the keenest minds in data science, big data, software engineering, web development, UX design and more. Doers looking to bring the next bold ideas to life for a fascinating array of clients - investing, trading and transacting at the forefront of change in markets and economies the world over.
If you have this kind of vision, capable of seeing ahead, of developing a clear path forward in a quest to try the as yet untried, here is the opportunity. In a supported, resource-rich, vibrant co-working environment, part of an ecosystem of globally interconnected labs, realising a broader mission of enabling growth and economic progress on a scale you won’t find anywhere else.
Welcome to APAC Cross Markets Analytics & Digitization (CMAD)!
Key Responsibilities:
Product and Project manage all aspect from initiation to final rollout of the new product and services.
Write user stories and engages global / local team to define the solution roadmap and architecture.
Perform deep-dive analysis, design, and architect and implement solutions, while working with the Sales/Trader and support functions.
Defines and builds the data pipelines that will enable faster, better, data-informed decision-making within the business.
Skills & Qualifications:
You have a great understanding of business analysis, project management and solution design within Capital Markets area.
You understand how Trade Capture, Risk, PnL. Static Data works in the Trading environment covering FX, Rates, Credit and Commodities.
You are interested in designing automation solution using workflows, BoTs and Symphony APIs.
You have experience with Python, SQL, Tableau, and Power BI in order to gain greater insight into data and present your analysis with impact.
You are interested in NLP, voice-to-text conversion, sentiment analysis and predicted modelling.
You have experienced managing geographically spread out stakeholder and development teams.
You thrive under pressure in a dynamic and fast paced environment
You are an adaptable, resourceful, well organised team player with a strong work ethic
You agree that verbal and written communication skills are vital
You are educated to degree level or above
-
Grade :All Job Level - All Job FunctionsAll Job Level - All Job Functions - SG
-
Time Type :Full time
-
Citi is an equal opportunity and affirmative action employer.
Minority/Female/Veteran/Individuals with Disabilities/Sexual Orientation/Gender Identity.
Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity .
To view the ""EEO is the Law"" poster . To view the EEO is the Law Supplement .
To view the EEO Policy Statement .
To view the Pay Transparency Posting ."
Head â€“ IT Infrastructure,Singapore,Sciente Consulting Pte. Ltd,,Organic,"Job Description :
A fulfilling position as Head of IT Infrastructure to oversee the management of overall infrastructure service, IT operations, projects and stakeholders.
Mandatory Skill(s)
Degree in Information Technology, Computer Engineering, Computer Science or Information System;
At least 10 years ofworking experience in managing, maintaining and supporting IT infrastructure operations, services, projects & hosting environments;
Experience in leading IT infrastructure teams in complex matrix structure;
Experience with data centre operations, enterprise architecture, IT security, cloud and big data technologies;
Understanding of applications, architecture and infrastructure policies/regulations;
Knowledge in Service Level Management and conversant in ISO, ITIL. ITSM and/or SQA;
Good experience and expertise inStakeholder management, Vendor management, Incident & Change management, Risks and Issue Management;
Excellent communication and leadershipskills;
Strong personality and yet personable to enrich relationships within the organization.
Desirable Skill(s)
ITIL Certified.
Responsibilities
Provide leadership for overall infrastructure service, IT operations, projects and stakeholders;
Lead initiatives to implement IT infrastructure strategy to support digital transformation in the organisation;
Lead IT Infrastructure delivery & operations and data centre operations;
Define technology objectives, strategies and directions, i.e. translating business strategy into technology strategy;
Implement and lead operations for an IT Service Management Model in support of an efficient operation environment;
Evaluate and recommend new technologies;
Establish ITIL and lead adoption of best practices;
Collaborate with various stakeholders and project teams (e.g. enterprise architect / IT security) to design and build a SecDevOps environment;
Provide technical solutions and ensure proper reviews of technical solutions.

Job Description : A fulfilling position as Head of IT Infrastructure to oversee the management of overall infrastructure service, IT operations, projects and stakeholders.Mandatory Skill(s) * Degree in Information Technology, Computer Engineeri"
Research Fellow,Singapore,Nanyang Technological University,,Organic,"Data Management and Analytics Lab (DMAL) at Nanyang Technological University (NTU), Singapore, is seeking one motivated Research Fellow in the area of deep learning. Areas of interest include, but are not limited to:
Data management and operations
Big-Data platforms and algorithms
Key Responsibilities:
The research fellow is expected to serve as a system architect for system prototype for AI and operational software, mobile cloud media applications. You will have opportunities to collaborate with top researchers and engineers around the world. The project mainly focuses on AI Project.
Requirements:
PhD in computer science or other related disciplines
Good at C, C++, JAVA or Python programming languages
Knowledge in deep learning
We regret that only shortlisted candidates will be notified.
Hiring Institution: NTU"
Head of Technical Training Delivery (ASEAN),Singapore,Amazon Web Services Singapore,,Organic,"7+ years of experience in programming, systems architecture or systems administration
2+ years of experience leading small to medium sized technical teams
Experience conducting classroom training for related technology products and services
Technical degree (i.e. Computer Science) or relevant work experience required
Recent experience architecting, deploying, and operating Internet scale applications
Recent coding experience in one or more of the following languages: Java, C#, .Net, PHP, Ruby, Python, PowerShell, or shell scripting.
Experience managing technical engineers.

Amazon Web Services (AWS) provides a highly reliable, scalable, and low-cost infrastructure platform in the cloud that powers hundreds of thousands of businesses in 190 countries around the world. AWS Training and Certification team is looking for a proven and an experienced leader to on-board, manage, and develop a team of Technical Trainers in order to deliver world-class AWS Training and Certification products.

To meet the growing demand for AWS Services around the globe, we need exceptionally talented, bright, and driven people. If you have previous programming experience via application/web development, and can communicate highly technical concepts to audiences at different stages in the AWS journey, we’d like to speak with you. We are looking for a dynamic, organized self-starter to join our Training Team in ASEAN.

Here's your chance to work as a Training Delivery Manager on a newly formed team, with high visibility and significant customer impact. You will execute on training programs that include delivering training to customers and partners, both internal and external. Our courses cover various technology domains such as Artificial Intelligence (AI), Machine Learning (ML), Big Data, Internet of Things (IoT), Serverless computing, System Architecture, System Operations, Application Development, DevOps, and Systems Migration.

In this role, you and your team will deliver training content to developers, administrators, architects, and partners to drive adoption and usage of AWS infrastructure services. You will have an opportunity to combine a passion for teaching, with enthusiasm for technology, to drive learning and establish positive customer relationships.

The successful candidate is an experienced technical trainer, preferably with hands-on experience using AWS products and services, in-depth knowledge of enterprise/web-scale software architecture, excellent communication skills, with a proven record of developing and retaining top technical trainer talent.

Here are some other qualities we are looking for:

The ability to engage deeply with engineering teams to plan for scale. Solving problems at scale is what makes our teams unique. You will dive deep with our product engineering teams to define our Learning Platform program plans and listen to customers to enable rapid innovation. Enjoy working with customers of all shapes and sizes. You will have a passion for managing a complex set of priorities for a diverse and challenging set of customers whether they are large or small. You will showcase your experience communicating and gaining business agreements across internal and external organizations.

Responsibilities:
Manage a team of 14-16 technical trainers, monitor their performance and work to develop them to the next level.
Observe each of your trainers at least 3x per year; increase the number of observations with less tenured trainers.
Play an active role in the onboarding and ramping of new trainers to your team and in the organization.
Lead hiring efforts by conducting phone screens and in-person interviews to identify top talent.
Deliver instructor-led classroom training to end-user customers and partners at least quarterly, to stay sharp on content, delivery skills and know what customers are asking for.
Assist in developing and maintaining technical training content, lab exercises, presentations, and accompanying materials.
Develop and assisting with scheduling processes and optimize instructor utilization.

Knowledge and/or hands-on experience with AWS infrastructure services highly desired
Proven record of developing and retaining top technical trainer talent
Self-sufficient, self-starter with proven success taking ownership of training projects
Excellent oral presentation skills, interpersonal communication, and writing skills
A strong “stage presence” and ability to manage a classroom of adult learners
Experience designing and developing instructor-led content with technical subject matter content
Subject matter experience and experience in at least two of the following:
Artificial Intelligence (AI)
Big Data
DevOps
Internet of Things (IoT)
Large scale application or data center migration
Machine Learning (ML)
Serverless computing
Software Engineering or Application Development
Solutions Architecture
System Operations
Experience with Windows and Linux at the command line
Ability to travel in ASEAN. Travel will be approximately 60%.

To all Recruitment Agencies: AMAZON does not accept agency resumes. Please do not forward resumes to our jobs alias, AMAZON employees or any other company location. AMAZON is not responsible for any fees related to unsolicited resumes.

#AWSTRAININGASEAN"
SWAT Director - Emerging Technologies,Singapore,Robert Walters,,Organic,"As part of their aggressive 2020 recruitment plans, a global bank with a strong regional footprint has made available a SWAT Director - Emerging Technologies job to build and lead the new corporate banking APAC ""SWAT"" technology team.
About the SWAT Director - Emerging Technologies Role:
Aside from delivering innovative digital and data solutions across Singapore, Shanghai and Hong Kong, you will lead a team that acts as a rapid application development style team taking forward new digital and data solutions from ideas to fruition within the APAC market. Projects will cover topics such as data visualisation/analytics, client APIs, RPA/process automation, document digitisation/OCR, distributed ledger solutions and machine learning/artificial intelligence. Deliveries will be aimed to increase revenue, improve client services and be cost efficient.
Key Responsibilities:
Develop new technology applications/services in partnership with business and operations stakeholders to transform the GTB business
Lead a team of engineers to design and build software for the corporate bank division
Partner with UI/UX design team, architects, business analysts and stakeholders situated in multiple regions and time zones, at varying capacity to understand requirements
Shape the future of the technology stack and apply it innovatively to solve complex problems
Act as the technical advocate for new technologies such as Kafka, Hadoop, Kubernetes, Dockers, etc., and how to leverage these in a corporate environment
Design and develop source code, including descriptions, for all software components, in accordance with detailed software requirements specification, the functional design and the technical design document
Embrace automated unit/integration testing as a standard development practice
Promote a DevOps culture and modern tool chains to support continuous delivery
To succeed in this SWAT Director - Emerging Technologies role, you must be passionate about the latest tech stack, previously ran MVPs/POCs and have prior experience delivering business benefit whilst building new modern and efficient solutions that incrementally replace or compliment their existing platforms and strategic road map.
Key Requirements:
Strong experience in AI or Data Analytics/Big Data advantageous
Desirable to have experience building machine learning models for recommending products and actions
Experience in C#/Java/Groovy programming in digitisation and data extraction from documents using AI and robotic process automation is preferred
Master’s degree in computer science, computer engineering or information technology
Eight years' hands-on experience developing Microservices using Spring Boot framework
Five years' hands-on experience with Kafka message/event stream-processing
Five years' hands-on experience with Hadoop (Spark, HBASE, Impala)
Three years' hands-on experience with React, HTML, CSS (UI development)
Three years' hands-on experience with enterprise search platforms such as Elastic and/or Solr+
Two years' hands-on experience with Oracle 12c or higher Hands-on experience developing solutions on Linux Rhel6.x or higher OS
Application development experience using Agile Methodology, Scrum Master certification is preferred
Strong server-side Java development skills. Ability to develop reusable and performant Java aligned with good architectural and design principles
Experience with test driven development (TDD) and writing automated tests
Sound understanding of DevOps practices and software toolchain. Practical experience with modern DevOps build chains and CI/CD tools (Maven, Gradle, Git, Jenkins or TeamCity)
Experience in deployment to container environments (Docker, Kubernetes)
Scripting experience in Bash or Python is a plus
Knowledge in corporate banking business is ideal. Candidates without banking experience are strongly encouraged to apply
The successful candidate will join a technology-centric business, with an increasing move to real-time processing, an increasing appetite from customers for integrated systems and access to supporting data.
If you are seeking an opportunity to partner with a team that works on diverse range of solutions using cutting-edge technology every day, a team that is equipped with modern technologies and use modern practices including micro-services development, DevOps and more, that works with many open source tools including Apache Kafka, Flink, ElasticSearch, Apache Spark and Open shift, this SWAT Director - Emerging Technologies role is right for you.
Interested candidates, please apply today.
Robert Walters (Singapore) Pte Ltd
ROC No.: 199706961E | EA Licence No.: 03C5451
EA Registration No.: R1332085 Valerie Corera

As part of their aggressive 2020 recruitment plans, a global bank with a strong regional footprint has made available a SWAT Director - Emerging Technologies job to build and lead the new corporate banking APAC ""SWAT"" technology team."
Solution Architect- BI,Singapore,Michael Page,,Organic,"Leadership Role
Global Role
About Our Client
Our client is a leading supply chain solutions provider with strong presence across the region. They are looking to hire a Solution Architect- BI.
Job Description
As a Solution Architect-BI, you will be responsible for the following:
Designing, building and implementing complex data warehouse solutions for the business.
Managing end to end data integration project along with being accountable for BI & enterprise data warehouse.
Working with internal stakeholders to drive new initiatives and continuous design improvement.
Being subject matte expertise for all BI, Enterprise data warehouse and operational data store of the business
The Successful Applicant
As a successful candidate you will have a bachelor's degree in Computer Science or equivalent with at least 10 years of experience in managing end to end solution architect project within the BI space. You will have experience in managing modern business intelligence, data analytics platforms and data visualization tools. You will also have experience in working with data warehouse architecture, design and implementation.
Experience in advanced analytical and modelling capabilities, big data and predictive analytics strategies will be good.
What's on Offer
Great Working Environment
Excellent Salary Package
Contact:
Sachet Sethi (Lic No:R1439850)
Quote job ref: 4136502
+65 6416 9821
Save Job
Apply
Solution Architect- BI
From email *
To email *
Our client is a leading supply chain solutions provider with strong presence across the region. They are looking to hire a Solution Architect- BI.
Job Description
As a Solution Architect-BI, you will be responsible for the following:
Designing, building and implementing complex data warehouse solutions for the business.
Managing end to end data integration project along with being accountable for BI & enterprise data warehouse.
Working with internal stakeholders to drive new initiatives and continuous design improvement.
Being subject matte expertise for all BI, Enterprise data warehouse and operational data store of the business
The Successful Applicant
As a successful candidate you will have a bachelor's degree in Computer Science or equivalent with at least 10 years of experience in managing end to end solution architect project within the BI space. You will have experience in managing modern business intelligence, data analytics platforms and data visualization tools. You will also have experience in working with data warehouse architecture, design and implementation. Experience in advanced analytical and modelling capabilities, big data and predictive analytics strategies will be good.
What's on Offer
Great Working Environment
Excellent Salary Package
"", ""jobLocation"" : { ""@type"" : ""Place"", ""address"" : { ""@type"" : ""PostalAddress"", ""addressLocality"" : ""Singapore"", ""addressRegion"" : ""Singapore"", ""addressCountry"" : ""SG"" } } }

Function:IT
Specialisation:IT Business Analysis
Industry:Technology & Telecoms
Location:Singapore
Contract Type:Permanent
Consultant name:Sachet Sethi (Lic No:R1439850)
Consultant contact:+65 6416 9821"
