Title,Location,Company,Salary,Sponsored,Description
Data Scientist,Singapore,Confidential,,Organic,"â€¢5-8 years of hands on experience on SAS
â€¢5+ years of experience using statistical computer languages: Python, Scala, PySpark, SLQ
â€¢Experience of applying variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.
â€¢Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
â€¢experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQL
â€¢Develop processes and tools to monitor and analyse model performance and data accuracy.

Strong in SAS and Statistical computer languages egs: Python, Scala, SLQ -Has at least 2-3 yearsâ€™ experience working as data scientist/ analyst in digital marketing dept -Strong business analyst background"
Data Science Researcher (Python / Spark / Hadoop),Singapore,Michael Page,,Organic,"Opportunity to work with Advanced Technologies
Highly Collaborative Environment
About Our Client
Our client is an Artificial Intelligence Platform and they are looking for a highly analytical Data Science Researcher (Python / Spark / Hadoop) to explore huge datasets from various environments and apply state of the art AI/ML techniques to solve real world business problems.
Job Description
As the Data Science Researcher (Python / Spark / Hadoop), you are responsible for:
Engaging with clients and identifying key problem statements in the areas of risk, fraud or natural language processing (NLP).
Researching and experimenting with state-of-the-art machine learning (ML) / AI algorithms to solve said key problem statements.
Driving continuous functionality and feature improvements of the AI products.
Collaborating with other research scientists and engineers to formulate innovative solutions to implement advanced AI techniques and taking them to production.
The Successful Applicant
As a successful applicant, you will have a PhD in Computer Science or equivalent with minimum of 2 years of experience in the Data Science domain, backed by a good track record of working on Anomaly Detection and Clustering use cases. You will also be an expert with Python as a programming language, backed by a strong understanding of Big Data infrastructure technologies such as Spark / Hadoop etc.
You will have a strong background in Natural Language Processing (NLP), coupled with relevant working experience in Graph databases and Graph algorithms.
What's on Offer
Opportunity to work with Advanced Technologies
Highly Collaborative Environment
Attractive Salary Package
Contact:
Ray Liang
Quote job ref: 4141452
+65 9723 9218
Save Job
Apply
Data Science Researcher (Python / Spark / Hadoop)
From email *
To email *
Our client is an Artificial Intelligence Platform and they are looking for a highly analytical Data Science Researcher (Python / Spark / Hadoop) to explore huge datasets from various environments and apply state of the art AI/ML techniques to solve real world business problems.
Job Description
As the Data Science Researcher (Python / Spark / Hadoop), you are responsible for:
Engaging with clients and identifying key problem statements in the areas of risk, fraud or natural language processing (NLP).
Researching and experimenting with state-of-the-art machine learning (ML) / AI algorithms to solve said key problem statements.
Driving continuous functionality and feature improvements of the AI products.
Collaborating with other research scientists and engineers to formulate innovative solutions to implement advanced AI techniques and taking them to production.
The Successful Applicant
As a successful applicant, you will have a PhD in Computer Science or equivalent with minimum of 2 years of experience in the Data Science domain, backed by a good track record of working on Anomaly Detection and Clustering use cases. You will also be an expert with Python as a programming language, backed by a strong understanding of Big Data infrastructure technologies such as Spark / Hadoop etc. You will have a strong background in Natural Language Processing (NLP), coupled with relevant working experience in Graph databases and Graph algorithms.
What's on Offer
Opportunity to work with Advanced Technologies
Highly Collaborative Environment
Attractive Salary Package
"", ""jobLocation"" : { ""@type"" : ""Place"", ""address"" : { ""@type"" : ""PostalAddress"", ""addressLocality"" : ""Singapore"", ""addressRegion"" : ""Singapore"", ""addressCountry"" : ""SG"" } } }

Function:IT
Specialisation:IT Data Analysis
Industry:Technology & Telecoms
Location:Singapore
Contract Type:Permanent
Consultant name:Ray Liang
Consultant contact:+65 9723 9218"
Data Scientist (Python / AWS),Singapore,Michael Page,,Organic,"Opportunity to work with Advance Technologies
Leading the Data-Driven Culture
About Our Client
Our client is one of the Market Leaders in the Shipping Industry and they are looking for a Data Scientist (Python / AWS) to build analytics solutions that will lead the business into the data-driven era.
Job Description
As the Data Scientist (Python / AWS), you are responsible for:
Collaborating with cross functional teams to understand business requirements and provide solutions in areas involving Finance / Supply Chain / Customer Service etc.
Driving continuous functionality and feature improvements in data systems.
Developing meaningful dashboards and communicating business insights to the key stakeholders and evangelising a Data Driven Culture within the Organization.
Lead projects such as time-series forecasting and costing optimization and presenting the findings to senior stakeholders.
The Successful Applicant
As a successful applicant, you will have a Degree in Information Technology or equivalent with minimum of 4 years of experience in the Data Analytics domain, backed by strong experience with both unstructured and structured Data. You will have a proven track record of working in Data Analytics projects within Finance / Supply Chain / Customer Service domains, coupled with good knowledge with Machine Learning Techniques such as Time Series Forecasting / Clustering / Decision Tree Learning etc.
You will have a strong experience with visualization tools such as Tableau / PowerBI, backed by relevant working experience with Python and Python Packages such as Pandas, Matplotlib, PySpark etc. You will also have a proven track record of working with AWS Cloud technologies and performing data extraction / data modelling on AWS platform.
What's on Offer
Opportunity to work with Advance Technologies
Leading the Data-Driven Culture
Competitive Salary Package
Contact:
Ray Liang
Quote job ref: 4125303
+65 9723 9218
Save Job
Apply
Data Scientist (Python / AWS)
From email *
To email *
Our client is one of the Market Leaders in the Shipping Industry and they are looking for a Data Scientist (Python / AWS) to build analytics solutions that will lead the business into the data-driven era.
Job Description
As the Data Scientist (Python / AWS), you are responsible for:
Collaborating with cross functional teams to understand business requirements and provide solutions in areas involving Finance / Supply Chain / Customer Service etc.
Driving continuous functionality and feature improvements in data systems.
Developing meaningful dashboards and communicating business insights to the key stakeholders and evangelising a Data Driven Culture within the Organization.
Lead projects such as time-series forecasting and costing optimization and presenting the findings to senior stakeholders.
The Successful Applicant
As a successful applicant, you will have a Degree in Information Technology or equivalent with minimum of 4 years of experience in the Data Analytics domain, backed by strong experience with both unstructured and structured Data. You will have a proven track record of working in Data Analytics projects within Finance / Supply Chain / Customer Service domains, coupled with good knowledge with Machine Learning Techniques such as Time Series Forecasting / Clustering / Decision Tree Learning etc. You will have a strong experience with visualization tools such as Tableau / PowerBI, backed by relevant working experience with Python and Python Packages such as Pandas, Matplotlib, PySpark etc. You will also have a proven track record of working with AWS Cloud technologies and performing data extraction / data modelling on AWS platform.
What's on Offer
Opportunity to work with Advance Technologies
Leading the Data-Driven Culture
Competitive Salary Package
"", ""jobLocation"" : { ""@type"" : ""Place"", ""address"" : { ""@type"" : ""PostalAddress"", ""addressLocality"" : ""Singapore"", ""addressRegion"" : ""Singapore"", ""addressCountry"" : ""SG"" } } }

Function:IT
Specialisation:IT Data Analysis
Industry:Transport & Distribution
Location:Singapore
Contract Type:Permanent
Consultant name:Ray Liang
Consultant contact:+65 9723 9218"
Data Scientist,Singapore,Kelly Services Singapore,,Organic,"A Bachelor in Data Scientist/Computer Course
At least 5 years of data analytics exposure
Applying machine learning models and NLP
Requirement:
A Bachelor's degree in Data Scientist or Computer Science (or equivalent experience)
5 - 10 years of data analytics exposure
Have experience in applying machine learning models
Able to perform unix / linux scripting.
Writing of documents that clearly explain how algorithms should be implemented, verified and validated
Strong hands-on experience in Python, R, or Octave
Good knowledge in mathematic modelling, statistics, probabilities.
Understanding on Machine Learning technics, Neural Network, Linear regression, sentiment analysis, Clustering, anomaly detection, NLP, chatbot, Topic Modelling, Entity Recognition.
Experience in UI presentation, QlikSense, Power BI, R Shiny, orD3.js
Strong knowledge in SQL (Oracle, MySQL, MariaDB)
Familiar with Linux operation system
We regret to inform that only shortlisted candidates will be contacted.
EA License No. 01C4394
EA Registration No. R1329705 (Lopez Geraldine Pascual)
EA License No.: 01C4394
EA Registration No.: R1329705

0021_157518517429557"
Data Scientist,Singapore,Michael Page,,Organic,"Excellent Working Environment
Newly Created Role
About Our Client
Our client is a leading security solutions provider with strong global presence. They are looking to hire a Data Scientist.
Job Description
As a Data Scientist, you will be responsible for the following:
Implementing various machine learning techniques for various security related projects.
Helping the internal teams on performance improvements and creating algorithms.
Working on large sets of data and participating in data exploration activities to make sure proper data usage is done.
Being a subject matter expertise in deep learning techniques.
The Successful Applicant
As a successful candidate you will have a bachelor's degree in computer science or equivalent with at least 5 years of experience in machine learning and deep learning techniques. You will have hands on experience in Python, R, Java and scala. You will also have experience in writing algorithms along with knowledge in statistical domain. You will also have knowledge in developing visualisations for the POCs and NoSQL databases.
What's on Offer
Newly Created Role
Excellent Salary Package
Contact:
Sachet Sethi (Lic No:R1439850)
Quote job ref: 4120513
+65 6416 9821
Save Job
Apply
Data Scientist
From email *
To email *
Our client is a leading security solutions provider with strong global presence. They are looking to hire a Data Scientist.
Job Description
As a Data Scientist, you will be responsible for the following:
Implementing various machine learning techniques for various security related projects.
Helping the internal teams on performance improvements and creating algorithms.
Working on large sets of data and participating in data exploration activities to make sure proper data usage is done.
Being a subject matter expertise in deep learning techniques.
The Successful Applicant
As a successful candidate you will have a bachelor's degree in computer science or equivalent with at least 5 years of experience in machine learning and deep learning techniques. You will have hands on experience in Python, R, Java and scala. You will also have experience in writing algorithms along with knowledge in statistical domain. You will also have knowledge in developing visualisations for the POCs and NoSQL databases.
What's on Offer
Newly Created Role
Excellent Salary Package
"", ""jobLocation"" : { ""@type"" : ""Place"", ""address"" : { ""@type"" : ""PostalAddress"", ""addressLocality"" : ""Singapore"", ""addressRegion"" : ""Singapore"", ""addressCountry"" : ""SG"" } } }

Function:IT
Specialisation:IT Architecture
Industry:Technology & Telecoms
Location:Singapore
Contract Type:Permanent
Consultant name:Sachet Sethi (Lic No:R1439850)
Consultant contact:+65 6416 9821"
Research Scientist,Singapore,Singapore Management University,,Organic,"Work in the area of Artificial Intelligence, Deep Learning and Machine Learning in the Application domain of Smart Consumption and Healthy Lifestyle, which aims to aid citizens to understand demographics and adopt a healthy lifestyle. Required to design research methodologies and develop algorithms and models Required to design and conduct experiments, as well as implement applications, tools and systems Assist to develop analytics capabilities in big data infrastructure and conduct data science studies Qualifications PhD in Computer Science or related disciplines Good knowledge in relevant research topics and related research skills Proficient in at least one or more of these programming languages: Java, Python, C#, C++ and C Self-motivated and able to carry out tasks independently Excellent team player and possess strong inter-personal skills Analytical and meticulous with attention to details"
#SGUNITEDJOBS DATA SCIENTIST,Singapore,MINISTRY OF HOME AFFAIRS,,Organic,"The Ministry of Home Affairs (MHA) aspires to be world-class in delivering a safe and secure home for our people. In pursuing our mission to help make Singapore safe and secure, we remain always constant and true to our core values of Honour and Unity.
MHA utilises state-of-the-art technology and technical know-how to safeguard Singapore’s security and sovereignty. To stay ahead of increasingly sophisticated threats, we have embarked on a journey to leverage on big data, making data analytics part of our operations. We are constantly on a lookout for potential candidates who are interested in working with a large range and volume of data; candidates who are able to dissect, distil,and deliver actionable insights based on complex and varied data sets.
Besides being passionate about data, analytics and problem solving, candidates should also be driven by our mission to make Singapore a safer home, and enjoy working on challenging, diverse and unique problem statements. You will be supported by a team of highly technical and collaborative colleagues with opportunities for advanced training, including leading overseas conferences and courses.

Responsibilities
Conducting end-to-end data mining on complex data sources, including processing, cleaning, integrating, analysing, visualising and detecting anomalies
Present and communicate data-driven findings and recommendations in a coherent, intuitive and concise manner to stakeholders and management
Evaluate and improve upon internal analytical and machine learning tools
Identify, select, and develop suitable AI or machine learning models for a wide array of problem statementsand business principles
Work closely with end users, data engineers and project managers in the planning, development, scaling up, and delivery of solutions

Requirements
Singapore Citizens only.
Fresh Graduates are welcome to apply.
Curious, self-motivated, resourceful, meticulous and enjoys challenges.
Passionate about data analytics, data mining, logic, and problem solving.
Excellent understanding of mathematical, statistical and analytical concepts, and how they can be applied.
Interest and ability to gain expertise in and keep abreast of new developments in data mining/ machine learning/ data analytics algorithms, tools and methods.
Ability to keep the overarching objectives of the project in mind while pursuing the technical details.
Knowledge and experience with the following would be an advantage :
o Statistical, analytical or numerical computing software and tools (e.g. R, SAS, SPSS, Stata, Matlab)
o Programming or scripting (Python, Java, JavaScript, C/C++, C#, Scala)
o Visual analytics or data visualisation techniques (e.g. Tableau, Power BI, D3)
o Machine learning and modelling (e.g. predictive analytics, natural language processing)
o Databases and related querying languages (e.g. SQL, Pig, Hive, SparkQL)
o Big data systems (e.g. Hadoop, Spark, Pig, Hive, MapReduce)
We regret to inform that only shortlisted candidates will be notified."
Risk Data Analyst,Singapore,Shopee,,Organic,"Department:
Retail Finance
Level:
Entry Level
Office Location:
Singapore
Our Retail Finance team enables and drives innovations by providing a range of financial products and services to individuals and SMEs across the region. Join us and be the driving force in launching our business across multiple markets in Southeast Asia.
Shopee is currently growing its retail finance business across the region and with that will be hiring a team of experts to help drive the business. As part of the pioneer batch, you will be the driving force in launching our business across multiple markets around South East Asia.

Job Description:
Work with big data using the Hadoop ecosystem and collaborate with engineering to establish data pipelines/data marts.
Design and build reports/dashboards to analyze, monitor and visualize key performance metrics for different business stakeholders.
Ensure adequacy and accuracy of critical reports/dashboards.
Validate machine learning models and cooperate with data scientist team to improve models' performance from a business perspective.
Evaluate data quality from third party and design a management system to monitor them.
Work effectively with cross-functional teams, learn and apply best practices from other teams and strive for high-quality deliverables.

Requirements:
Bachelor degree or higher in Computer Science, Information System, Engineering, Business Analytics, Statistics, Mathematics or a related field.
No experience required. Relevant working experience in business intelligence, data analysis, comparable experience in other data-driven environments would be an advantage.
Highly skilled at writing SQL and Python.
Strong ability to communicate with both technical and non-technical stakeholders.
Ability to navigate a complex data landscape and make decisions in a fast-paced environment with minimal documentation and process.
Conceptual understanding of machine learning algorithms such as classifiers and clustering algorithms is a plus.
Experience in financial risk, credit risk or the internet industry preferred"
Senior Data Scientist/Team Lead,Singapore,SnapHunt Pte Ltd,,Organic,"The Offer

Help define how people find jobs and get hired as roles change in the coming decade
Build and lead a best in class data team
Leadership Role The Employer
Snaphunt is a smart hiring platform that helps people find jobs and companies hire talent quickly and conveniently.

We are headquartered in Singapore and are backed by top venture capitalists. Our solutions cater to employers across South and South-East Asia and we are now looking to expand our team as a result of our business growth.

The Job
This is a critical role where as a senior member of the team, you will be responsible for building and leading a world class team of data scientists, analysts and engineers to deliver data centric solutions that help make hiring and job seeking more accurate for job seekers and employers. You will be responsible for:

Developing models and algorithms to enhance specialist hiring on Snaphunt
Designing, implementing and maintaining a robust data infrastructure
Building model prototypes using proven and experimental techniques
Defining hypothesis and executing experiments to prove/disprove them

The Profile

You possess an advanced degree in Computer Science, Applied Mathematics, Engineering or related field.
You have at least 5 years experience as a Data Scientist and have good experience in machine learning and deep learning
You are proficient in R, Python or Scala
You have solid knowledge of ML algorithms and experience using ML frameworks
You are a problem solver who thrives on solving complex problems using data
You are a strong mentor and coach who can build high performing teams Ref : 90510047

This is a critical role where as a senior member of the team, you will be responsible for building and leading a world class team of data scientists, analysts and engineers to deliver data centric solutions."
"Executive / Senior Executive, Data & Insights",Singapore,CapitaLand Limited,,Organic,"About Us

CapitaLand Limited (CapitaLand) is one of Asia’s largest diversified real estate groups. Headquartered and listed in Singapore, it owns and manages a global portfolio worth S$131.9 billion as at 31 December 2019. CapitaLand’s portfolio spans across diversified real estate classes which includes commercial, retail; business park, industrial and logistics; integrated development, urban development; as well as lodging and residential. With a presence across more than 200 cities in over 30 countries, the Group focuses on Singapore and China as its core markets, while it continues to expand in markets such as India, Vietnam, Australia, Europe and the USA.
Responsibilities
Work with business analysts and internal stakeholders to identify business problems and opportunities, propose analytics solutions, data and technology requirements, and formalize it into a project. The analytics solutions include but not limited to report automation, descriptive analytics and advanced analytics.
Work with data engineers to plan, identify and integrate data from multiple source systems to enterprise data platform for analytics purpose.
Perform data exploration, preprocess and analyze the data, structured or unstructured, develop and deploy machine learning/deep learning models.
Create the dashboard, communicate and present key findings to stakeholders and manage UAT.
Work with the team to run and prioritize projects according to objectives and business impact.
Requirements
Degree/Master in Computer Science, Information Systems, Statistics, Mathematics or equivalent.
At least 3 years of relevant experience as a Data Scientist.
Strong programming experience in SQL, R, Python etc.
Good understanding of machine learning and deep learning algorithms and experience with open-source libraries such as TensorFlow, Keras, Pytorch, Scikit-Learn etc.
Experience with big data technologies such as Spark is a plus.
Familiar with data visualization tools e.g. Power BI, Tableau etc.
Good collaboration and communication skills to work effectively across teams and partner with business stakeholders.
Closing Statement

Benefits:
Flexible benefits with comprehensive medical coverage for self and family
Training and development opportunities
Subsidised rates at Ascott serviced residences
Strong advocate of staff volunteerism
Wellness programmes

At CapitaLand, we advocate fair employment practices, and recruit talents based on merit and fit with our Corporate values. We provide equal opportunity for all qualified persons and build an inclusive workplace regardless of race, gender, age, religious belief or nationality."
Senior Software Engineer,Singapore,GRABINSURE INSURANCE AGENCY (S) PTE. LTD.,,Organic,"Roles & Responsibilities
Senior Software Engineer
Get to know our Team:
The User Safety team acts as guardians of all our users on Grab. We leverage our rich datasets to find solutions to problems ranging from safety to fraud. We’re a hands on team interested in the end to end data lifecycle: from wrangling data to understanding the tradeoffs between model complexity and deployment in production. If you’re passionate about solving complex problems with immediate real-world impact, we want you!
Get to know the Role:
As a leader in an exciting and dynamic industry that is evolving daily, we are seeking talented Engineers to join our team! You will specialize in maintaining elegant products on world-class technologies that bring our unique On-Demand Transport experience to millions of people, anytime and anywhere. The Grab engineering teams work on user-facing mobile and web apps, building delightful, performant user interfaces that our passengers use to access booking and ride information. Grab full stack engineers also provide the entire company with fully-featured web portals that support interacting with passenger, driver, and bookings data. Working on the web teams at Grab is an enriching experience given the scale that we operate at. You will get to solve interesting problems by collaborating with other Engineers, UI Designers, and Data teams. You will also pick up the software engineering practices for larger teams: code reviews, ample use of static analysis, prolific feature-flagging, semantic versioning of internal APIs, and more.
The day-to-day activities:
Design, write and deliver software to improve the availability, scalability, latency, and efficiency of Grab services
Designing, enhancing and building out new features and services
Work with engineering team to create new design/architectures geared towards scale and performance
Participate in code and design reviews to maintain our high development standards
Engage in service capacity and demand planning, software performance analysis, tuning and optimization
Work with product and experience teams to define and prototype feature specifications
Work with infrastructure team in building and scaling back-end services as well as performing root cause analysis investigations
Work with Data Scientists to analyze and monitor large-scale data
The must haves:
Degree in Computer Science or equivalent with 5+ years of experience in commercial software development in large distributed systems
Strong understanding of system performance and scaling
Possess excellent communication, sharp analytical abilities with proven design skills
Strong knowledge of data structures, algorithms, distributed systems, and asynchronous architectures
Familiarity with running web services at scale; understanding of systems internals and networking are a plus
Able to think critically of the current system in terms of growth and stability [CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]

[CANDIDATES WHO REQUIRE WORK PASSES NEED NOT APPLY]"
#SGUNITEDJOBS BUSINESS ANALYST (DATA ANALYTICS),Singapore,GOVERNMENT TECHNOLOGY AGENCY,,Organic,"We are looking for Business Analysts (Data Analytics) who's interested in using data to help the government design solutions that address its policy and business problems, and stay close to the needs of the general public. The applicant will be responsible for demonstrating how better use of data can help recommend new policies, streamline operations or bring more customised solutions for citizens. He/she should have some training and working experiences on data analytics, and should be comfortable with hands-on data manipulation, data modelling and data visualisation.
What to Expect:
Provide data analytics consulting services to the government agencies, including data analytics planning and strategy – perform data analytics visioning and road-mapping, business case development, implementation planning, organisational planning, budget and risk management planning
Work closely with stakeholders to understand their needs/pain points, scope the problem and develop business case on how to turn data into critical information and knowledge that can be used for policy making, streamlining operations or developing solutions for citizens.
Advise stakeholders on the key ICT trends and best practices in data analytics, assess applicability for adoption and recommend solution that best fits stakeholders’ needs
Perform data cleaning, pre-processing and feature engineering that facilitate meaningful analysis
Work closely with data scientists to mine insights from structured and unstructured data and to resolve complex statistical modelling problems to answer pertinent business questions.
Design dashboards and interactive visualization as tools for data exploration as well as for storytelling. Present analytics insights to business users and stakeholders
Work with stakeholders to ensure smooth deployment and adoption of new solution
How to Succeed:
Degree/Master in any discipline; Diploma graduates with relevant experience will also be considered.
Minimum 3 years of relevant working experience
Ability to take a broad, strategic perspective as well as drill deep to understand business needs and challenges
Understand key concepts, techniques and considerations in Machine learning and Data analytics
Training and relevant experience in one or more of the following areas:
Statistical modelling tools such as: R, Python, RapidMiner, Knime, SAS, Matlab or SPSS
Data manipulation using scripting languages like Python or using ETL tools
Visual analytics technologies like Tableau, Qlikview or D3.js
End-to-end analytics architecture, preferably with some working knowledge of big data stack
Excellent communication skills, both oral and written, with ability to pitch ideas and influence stakeholders
Strong analytical, conceptualisation and problem solving skills
Team player with strong organization and people handling skills
Passion for the use of analytics and data to improve public service"
"AVP / Senior Associate, Data Scientist, Treasury & Markets O...",Singapore,DBS Bank,,Organic,"Business Function

Group Technology and Operations (T&O) enables and empowers the bank with an efficient, nimble and resilient infrastructure through a strategic focus on productivity, quality & control, technology, people capability and innovation. In Group T&O, we manage the majority of the Bank's operational processes and inspire to delight our business partners through our multiple banking delivery channels.

Responsibilities
Partner cross functional teams to assess business needs, identify gaps and opportunities to apply data analytics and prioritize actionable, high-impact insights across Treasury and Market Operations (TMO) teams.
Perform full lifecycle of data analyst activities, including conceptualization to operationalization. Provide critical thinking to look at numbers, trends, and data and come to correct conclusions based on the findings.
Present key findings to senior management and/or other stakeholders with actionable recommendations.
Define data sources and requirements, design and implement processes and models for complex, large-scale datasets used for predictive modelling, data mining, and research purposes.
Lead ideation, experimentation, hypotheses formulation and testing
Use Business Intelligence Tools to design analytics dashboards for management. Develop dashboard visualizations, metrics, KPIs; establishing baselines and targets
Develop the abilities of data champions and analysts within the TMO teams to mentor, build new capabilities, support/contribute to thought leadership and build out new skills in the creation of high quality models, analytics, and visuals.
Work with Operations users to rationalize and automate existing reports.

Requirements
Bachelor’s degree or higher in applied statistics, data mining, machine learning, computing or related quantitative discipline.
Min 7 years relevant working experience
Proven ability in structured problem solving, process improvement, data-driven analysis and deriving actionable outcomes with large datasets.
Advanced data analytics and modeling ability with high proficiency in developing applications in Tableau and other business intelligence tools.
Proficiency in Python or R beyond academic study is a must.
High proficiency in Microsoft Excel, MS Access required
Excellent interpersonal, communications, public speaking and ability to articulate with strong presentation skills will be an advantage.
Experience in working in an Agile environment is an advantage
Experience in Murex and bank operations preferred but not compulsory.
Able to multi-task and work under tight deadlines

Apply Now

We offer a competitive salary and benefits package and the professional advantages of a dynamic environment that supports your development and recognises your achievements."
Research Scientist,Singapore,Singapore Management University,,Organic,"Analyze low-level mobile application code and user interfaces Model the functionality of app code and user interfaces based on low-level data Cluster apps according to their similarities and differences in code, UI, and functionality Develop inference models for proper privacy decisions Build private data protection and replacement techniques on Android systems Setup testbeds for the analysis and modeling techniques, and perform large-scale evaluations Facilitate project management and supervise junior team members together with the faculty members Write academic research papers for publication and make both formal and informal presentations Qualifications Minimum PhD degree in Computer Science or closely related disciplines Minimum two years of relevant research experience in areas closely related to this project, such as staticand dynamic analysis, mobile security, software engineering, and machine learning for software Relevant research capabilities as evidenced by publications in top-tier venues in closely related areas Strong programming skills in at least one major programming language, such as Java and Python Experience in more languages, such as C/C++/Objective-C/Swift/Kotlin/JavaScript, will be positivelyconsidered Demonstrated strong experience and know-how on static and dynamic program analysis, softwaresecurity, natural language processing and machine learning for software Basic working knowledge of Android systems and Android application development and relevant tools Strong analytical, technical and problem solving skills Strong written and oral communication skills Self-motivated individual who can work independently and also collaboratively with team members Able to work under strict deadlines Applicants with high-quality research publications in closely related areas will be advantageous Other Information For more info, please refer to this website - https://smc.smu.edu.sg"
Lead Materials Scientist/Engineer,Singapore,KrossLinker,,Organic,"Key Responsibilities:
Design and develop new aerogel formulations and improve early stage formulation with our proprietary process for commercial application
Work with potential customers for pilot trials and improve existing aerogel product to achieve customer specification
Optimise aerogel fabrication methods and test equipment for aerogel production
Define experiments and determine meaningful data to support evaluation and technical decision
Perform material characterisation studies such as thermal conductivity and mechanical property tests
Stay up to date with scientific literature/patent and contribute to the intellectual property of the company
Mentor, develop and manage junior staff/interns
Who you are:
Have a PhD or bachelor’s/master’s (with 2+ years experience) in Chemical Engineering, Chemistry, Materials Science, Manufacturing Engineering, or a related field
Have research/working experience in paint/coating/additive/ceramic industry
Have a solid knowledge of surfactants/polymers/rheology/formulation chemistry
Have a strong interest in R&D with a high level of scientific creativity and excellent problem-solving skills
Enjoy the energy, impact, steep learning curves and fast pace of start-ups
This is a full-time job located in Singapore. You must be interested in a commitment of at least one year with a desire to continue and contribute to the company’s future.
You can apply directly by sending your cover letter and resume directly to jobs@krosslinker.com quoting ‘Lead Materials Scientist/Engineer job application’ in the subject line.
Please include a cover letter outlining why you would be the best fit for this job, reason for leaving, date of availability, residential status in Singapore and a CV/resume with details of your educational background, work experience and current/expected salary."
Associate Engineer,Singapore,Strebl Green Carbon,,Organic,"Job Responsibilities:
Conducts varied & complex chemical and physical laboratory tests involving materials synthesis, processing, characterization and related troubleshooting. Works closely with other engineers & scientists to test new concepts, develop prototype equipment and conduct non-standard experiments.
Plans, tests and sets up equipment and materials needed. Expected to draft proposed design and planning of experiments.
Generates, analyzes and interprets data. Summarizes and interprets results and prepares reports documenting testing process and findings. Uses graphics and statistics as appropriate to convey findings.
For projects where the lab/pilot scale work are successful, then support or lead efforts to scale up to final scale for full commercialization.
Interact with the leadership team to align on goals and provide technical updates.
May assist in training of others in areas of testing, compliance, equipment and safety requirements.
Fully engaged and sometimes lead presentations during scheduled safety meetings, completes safety training requirements and takes responsibility for maintaining 5S housekeeping standards.
Requirements:
Broad knowledge of laboratory & pilot plant terminology, equipment, procedures and safety practices.
Ability in process development and willingness to travel and support on-site trial support at final commercial scale.
Basic knowledge of physics, chemistry & materials science as it pertains to equipment, product, and process development.
Basic knowledge of statistics as used in data generation and presentations.
Solid computer skills (Microsoft Office) and ability to develop and produce reports, charts and graphs.
Strong problem solving skills, ability to build strong networks to help resolve.
Eager for new opportunity and challenges.
Quality and precision oriented. Demonstrates great care in observing and following experimental protocols.
Solid written and oral communication skills and ability to train others.
Excellent planning and project management skills to ensure work is completed in a timely manner.
Collaborative attitude and inter-personal skills. Open to sharing information and resources with peers.
BS in Chemical Engineering or Mechanical Engineering preferred
5+ years relevant experience.
Experience in carbon black, fumed metal oxides, and surface treatments are a plus.
Location:
Singapore
Position type:
Regular full-time
Ready to apply? Connect with us!
Strebl Energy Pte Ltd is an affirmative action/equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, age, status as a protected veteran, among other things, or status as a qualified individual with disability."
